neckV,neckH,Rsho,Relb,Lsho,Lelb,Rhip,Rkne,Rank,Lhip,Lkne,Lank,LSpine,RSpine
146.028079,163.749020,119.637887,175.021081,157.887864,168.405121,99.024669,167.377579,131.914404,91.280989,173.415030,131.480906,89.445649,87.478362
155.118820,168.573818,109.720640,86.049646,127.691971,77.420864,95.500077,173.024412,87.544071,91.050653,171.393522,102.126280,89.445469,87.478592
176.454884,162.641400,124.323736,50.475602,124.539340,53.277289,93.231344,170.647721,77.329076,93.095907,164.234928,80.079054,89.445638,87.478504
168.366440,158.077746,129.128752,45.411909,127.999954,48.990148,93.830802,166.583048,73.628610,94.296329,164.225241,77.575973,89.445628,87.478551
163.131992,154.950603,129.150118,48.178494,126.719806,52.941973,93.992525,162.872403,72.195195,96.528394,163.588115,73.029953,89.445684,87.478676
162.797807,152.176406,130.755263,57.414838,131.298907,56.298541,93.989932,158.218400,83.172405,100.696527,157.236268,69.633524,89.445731,87.478688
159.463470,154.943778,127.782062,60.502774,129.594739,69.401101,93.955273,150.507620,78.400575,102.681909,154.266161,67.345855,89.445777,87.478605
159.941427,154.036137,126.135111,62.762413,129.142534,74.850785,94.700064,143.852390,75.884104,104.031931,150.562862,67.626251,89.445467,87.478657
166.788819,151.180825,123.715434,59.661725,133.854014,77.166358,98.727265,138.246532,75.956942,104.390268,143.208577,67.617470,89.445637,87.478777
154.541770,147.489004,121.466810,60.517066,136.127492,71.334698,101.134619,131.397140,73.406799,108.793652,137.249644,69.472607,89.445647,87.478260
160.862583,141.725025,121.733386,63.317427,143.546919,66.568392,102.800405,127.254266,68.692328,110.378846,132.543351,67.037143,89.445651,87.478375
169.963248,141.845552,124.822980,67.912155,148.793275,71.572165,103.013757,126.248450,84.295263,111.082310,129.125820,69.969453,89.445520,87.478731
168.646431,139.153829,126.192109,60.726949,149.546543,80.487493,105.460648,124.514108,71.864264,114.769249,123.826048,68.953165,89.445639,87.478327
162.929111,138.357524,128.432581,50.515515,149.920302,79.199491,116.288947,124.586372,68.343172,125.165624,102.567312,67.044582,89.446522,87.479036
163.834310,137.614979,128.201861,48.849162,154.401574,82.303082,121.474608,125.213501,70.133347,130.129092,93.143027,69.779720,89.445811,87.478804
157.400917,136.991935,125.850010,57.368762,156.263089,90.778658,128.212581,125.974592,69.058975,134.609133,84.803890,97.920716,89.444966,87.478781
157.469733,136.707279,127.809742,59.981548,157.955274,96.459993,133.398451,125.108979,68.854131,136.055553,80.382083,110.673441,89.445152,87.478866
156.530398,141.349333,160.524205,64.349610,156.310859,128.859410,139.721827,120.588212,68.813968,141.178272,74.781939,120.576515,89.445749,87.478707
149.611554,141.361495,143.083417,67.476714,145.646796,124.815633,150.838261,98.447633,68.805151,147.803356,65.723407,128.539599,89.445029,87.477417
148.276599,138.081865,141.068629,71.322510,145.683984,158.482107,152.237922,70.492582,68.808081,142.772690,57.562226,129.918933,89.445913,87.478835
158.443116,137.886170,146.715490,64.758683,161.986457,123.091400,152.123923,59.999520,68.803983,142.786260,58.078390,130.166937,89.444913,87.477938
166.864262,141.497315,167.762877,64.114997,160.526877,103.712117,151.863694,57.604173,68.806251,139.839325,56.201821,130.214825,89.446276,87.478900
167.032819,142.402718,169.430439,51.787883,175.200606,43.104542,160.690847,52.472809,85.629385,142.898088,63.557472,115.120895,89.445598,87.478361
162.202757,139.322261,150.463135,56.269124,150.311019,35.132135,168.248061,57.434464,86.243095,151.828704,65.215752,105.532442,89.445652,87.478768
168.080734,139.357543,135.581714,58.274648,142.128812,33.946158,169.521938,58.716247,84.715233,152.278634,66.415022,103.453673,89.444893,87.478221
169.373636,142.969500,129.380305,58.378102,148.369415,33.775079,169.305050,63.049570,71.833664,141.845413,70.888984,105.679471,89.445702,87.478671
170.874307,143.658997,126.801910,57.098477,146.818016,50.365773,169.187001,65.343732,69.753082,138.491440,73.314170,96.875315,89.446054,87.478745
151.467313,146.168460,132.749394,55.594800,142.586311,43.541318,165.435125,71.821420,68.984793,130.240950,81.732544,76.685122,89.445651,87.478346
147.035661,147.165503,135.142925,54.989515,138.822838,40.939296,163.867176,74.448356,68.840429,126.867114,85.153585,71.684806,89.445461,87.478278
150.733617,149.547158,135.547765,54.712867,135.738403,81.438177,161.440567,79.335026,70.487404,120.179720,90.834133,78.255238,89.445261,87.478429
171.581288,150.173061,125.618661,52.634543,137.620268,84.016227,153.936226,87.543937,69.127553,108.920185,103.668008,69.273530,89.445329,87.478427
175.765465,149.602019,122.557370,49.853932,146.768283,67.244058,124.335966,129.630258,68.868686,115.735260,113.322254,66.891294,89.445392,87.478603
179.623392,148.366774,128.185339,48.474509,141.903034,60.955084,113.761150,145.139506,68.257606,114.403961,117.972721,68.864652,89.445187,87.478427
176.490008,146.520216,130.490526,44.211775,133.667302,55.015101,109.294341,145.974655,68.324120,111.600291,125.399615,69.046656,89.445151,87.478510
173.502511,147.886939,131.609985,40.177675,126.086937,49.887955,106.031592,145.199115,67.717791,109.787779,129.949086,66.815479,89.445623,87.478610
163.635186,145.968830,136.584200,39.731897,124.970693,49.538187,101.158812,149.361910,71.492716,107.582723,134.628601,67.697370,89.445090,87.478429
174.827528,144.819255,139.980918,37.086478,124.770052,47.981088,97.979027,150.744626,68.604226,106.361418,137.916107,69.812463,89.445290,87.479022
175.597346,144.594118,147.203687,38.156953,123.871078,45.637506,95.519211,153.540994,69.491259,102.979363,142.403517,71.372998,89.445473,87.478283
166.594580,146.562809,149.149469,37.913820,116.752811,42.869083,94.260488,156.008614,77.814799,100.829489,144.656885,74.905522,89.445562,87.478209
165.016823,145.837457,152.367577,37.512333,115.125641,40.118373,92.987671,155.312743,77.945526,99.332502,146.719239,76.609930,89.445233,87.478372
173.147998,152.740339,149.869277,32.985066,115.870606,34.778572,90.512397,150.554346,75.733544,97.399501,149.072763,70.298846,89.444863,87.478255
162.437612,151.066412,148.352256,36.443833,116.915672,34.872789,84.809446,145.024075,76.190094,94.336022,152.769407,73.919741,89.445593,87.478495
164.221168,148.547710,146.963072,38.421763,116.929925,34.553836,82.912520,142.094787,76.426424,93.391492,154.071971,75.730093,89.445579,87.478351
165.234599,147.365975,147.530627,39.707852,117.828797,34.318440,82.120488,140.965448,76.620735,93.106536,154.188418,76.238354,89.445679,87.478639
164.008525,144.862151,147.986629,54.049066,140.167568,37.320590,83.224134,140.163379,77.436182,91.419323,157.973230,78.809177,89.445882,87.478546
